"Avuto riguardo alla navigazione costiera, a cosa serve principalmente il compasso nautico nelle operazioni di carteggio?",al calcolo delle distanze e all'individuazione delle coordinate geografiche.,al tracciamento degli angoli di rotta e dei rilevamenti.,alla misurazione delle velocità dei bersagli individuati dal radar.,al calcolo delle distanze e all'individuazione delle coordinate geografiche.
"Avuto riguardo ai luoghi di posizione, cosa si intende per ""cerchio capace""?","è il luogo di posizione rappresentato da una circonferenza lungo la quale tutti gli osservatori, ad intervalli temporali di 10 minuti l'uno dall'altro, misurano la stessa differenza
di distanza di due distinti punti cospicui sulla costa.","è il luogo di posizione rappresentato da una circonferenza lungo la quale tutti gli osservatori, nel medesimo istante, misurano la stessa differenza di rilevamento di due distinti punti cospicui sulla costa.","è il luogo di posizione rappresentato da una circonferenza lungo la quale tutti gli osservatori, ad intervalli temporali di 20 minuti l'uno dall'altro, misurano la stessa somma di rilevamento di due distinti punti cospicui sulla costa.","è il luogo di posizione rappresentato da una circonferenza lungo la quale tutti gli osservatori, nel medesimo istante, misurano la stessa differenza di rilevamento di due distinti punti cospicui sulla costa."
Sono a Sud-Ovest del Faro della Meloria; significa che lo rilevo per:,225 gradi.,045 gradi.,135 gradi.,045 gradi.
Se con la mia unità sono a 5 miglia sul Rlv 180 gradi del Faro di Pianosa; significa che mi trovo:,"a Nord del faro, distanza 5 miglia.","a Sud del faro, distanza 5 miglia.",non vi sono elementi sufficienti per dirlo.,"a Nord del faro, distanza 5 miglia."
Rilevamento polare a 90 gradi e traverso:,coincidono sempre.,coincidono solo se Pv e Rv coincidono.,"coincidono solo se Pv e Rv, Vp e Ve coincidono.",coincidono sempre.
"In presenza di scarroccio o deriva, accostare quando si è al traverso di un punto cospicuo significa accostare quando:",il punto cospicuo è perpendicolare alla Rv che l'unità sta seguendo.,il punto cospicuo è perpendicolare  all'asse longitudinale dell'unità.,lo si rileva polarmente per 180°.,il punto cospicuo è perpendicolare  all'asse longitudinale dell'unità.
"Di cosa ho bisogno per determinare, in corso di navigazione, la posizione dell'unità rispetto ad un punto cospicuo?",di due distanze del punto cospicuo.,di un rilevamento e di una distanza del punto cospicuo.,di due rilevamenti contemporanei del punto cospicuo.,di un rilevamento e di una distanza del punto cospicuo.
Sono a Sud-Est di un faro; significa che lo rilevo per:,315 gradi.,135 gradi.,235 gradi.,315 gradi.
Se con la mia unità sono a 6 miglia sul Rlv Sud-Ovest del Faro della Meloria; significa che mi trovo:,"a Nord-Ovest del faro, distanza 6 miglia.","a Nord-Est del faro, distanza 6 miglia.","a Sud-Est del faro, distanza 6 miglia.","a Nord-Est del faro, distanza 6 miglia."
Se sono a Sud di un faro; significa che lo rilevo per:,180 gradi.,360 gradi.,non vi sono elementi sufficienti per dirlo.,360 gradi.
"La navigazione è ""costiera"" quando la determinazione del punto nave:",è possibile se ci si allontana oltre 1 miglio dalla costa.,è in funzione di elementi cospicui riconoscibili dal mare.,"se stimato, è in funzione della rotta seguita e delle miglia percorse in un dato intervallo di tempo.",è in funzione di elementi cospicui riconoscibili dal mare.
Per angolo di rilevamento di un oggetto s'intende:,l'avvistamento di un punto cospicuo della costa.,l'angolo che un astro forma con il meridiano fondamentale.,"l'angolo tra il piano verticale passante per il Nord e il piano verticale passante per l'oggetto rilevato, entrambi passanti per l'osservatore.","l'angolo tra il piano verticale passante per il Nord e il piano verticale passante per l'oggetto rilevato, entrambi passanti per l'osservatore."
Sono a Nord del faro; significa che lo rilevo per:,180 gradi.,360 gradi.,non vi sono elementi sufficienti per dirlo.,180 gradi.
Sono sul Rlv 045 gradi del faro; significa che mi trovo:,a Sud-Ovest del faro.,a Nord-Est del faro.,a Sud-Est del faro.,a Sud-Ovest del faro.
Sono sul Rlv 135 gradi del faro; significa che mi trovo:,a Nord-Ovest del faro.,a Nord-Est del faro.,a Sud-Est del faro.,a Nord-Ovest del faro.
Sono sul Rlv 225 gradi del faro; significa che lo rilevo per:,Nord-Est.,Sud-Ovest.,Sud-Est.,Sud-Ovest.
Il rilevamento polare semicircolare si considera positivo o negativo se:,l'oggetto rilevato si trova rispettivamente a dritta o a sinistra dell'osservatore rivolto verso prora.,l'oggetto è rispettivamente a sinistra o a dritta della prora della nave.,è rispettivamente maggiore o minore della rotta.,l'oggetto rilevato si trova rispettivamente a dritta o a sinistra dell'osservatore rivolto verso prora.
Se sono a Nord-Ovest di un faro; significa che lo rilevo per:,non vi sono elementi sufficienti per dirlo.,315 gradi.,135 gradi.,135 gradi.
Se sono a Sud-Est dello Scoglio Africa; significa che lo rilevo per:,135 gradi.,315 gradi.,non vi sono elementi sufficienti per dirlo.,315 gradi.
Notiamo due oggetti cospicui con uguale rilevamento o con rilevamenti distanziati tra loro di 180 gradi; si tratta di:,un allineamento.,un incrocio.,un cerchio di uguale distanza.,un allineamento.
Un rilevamento al traverso corrisponde ad un rilevamento polare di:,90 gradi.,45 gradi.,120 gradi.,90 gradi.
Sono sul Rlv 270 gradi del faro; significa che sono:,a Est del faro.,a Ovest del faro.,non vi sono elementi sufficienti per dirlo.,a Est del faro.
Il rilevamento polare si misura con:,il  grafometro.,lo staziografo.,la bussola di rotta.,il  grafometro.
Sono a Est del faro; significa che lo rilevo per:,180 gradi.,90 gradi.,270 gradi.,270 gradi.
"Sono sul Rlv 157,5 gradi del faro; significa che sono:",a Nord-Nord Ovest del faro.,a Ovest-Nord Ovest del faro.,a Sud-Sud Est del faro.,a Nord-Nord Ovest del faro.
Quale tra le risposte sotto elencate non è un luogo di posizione?,cerchio di egual differenza d'azimuth.,egual profondità.,rosa dei venti.,rosa dei venti.
Un luogo di posizione:,è un insieme di punti che godono tutti di una determinata proprietà nello stesso istante e che tale proprietà deve essere misurabile.,è la posizione in cui si trova l'unità in un dato preciso istante.,è un insieme di tutti i riferimenti facilmente individuabili sia sulla carta sia in mare durante la navigazione.,è un insieme di punti che godono tutti di una determinata proprietà nello stesso istante e che tale proprietà deve essere misurabile.
"Sono sul Rlv 337,5 gradi del faro; significa che sono:",a Sud del faro.,a Sud-Sud Est del faro.,a Sud-Est del faro.,a Sud-Sud Est del faro.
Per la navigazione costiera è indispensabile:,avvalersi esclusivamente del Portolano.,essere in vista della costa.,il  mare calmo.,essere in vista della costa.
"Sono sul Rlv 022,5 gradi del faro; significa che sono:",a Sud-Ovest del faro.,a Sud-Sud Ovest del faro.,a Sud del faro.,a Sud-Sud Ovest del faro.
"Sono sul Rlv 067,5 gradi del faro; significa che sono:",a Ovest del faro.,a Sud-Ovest del faro.,a Ovest-Sud Ovest del faro.,a Ovest-Sud Ovest del faro.
"Navigo con Rv direzione Ovest, in assenza di vento e corrente, e vedo sulla prora un faro; significa che lo rilevo:",per 090 gradi.,per 180 gradi.,per 270 gradi.,per 270 gradi.
E' un punto cospicuo:,l'allineamento.,il cerchio capace.,il  campanile.,il  campanile.
Si può determinare il punto nave con un solo luogo di posizione?,"sì, solo se si tratta di un rilevamento.",no.,sì.,no.
"Durante la navigazione si può determinare il punto nave con un solo punto cospicuo, se conosciuta la distanza da esso?",non è possibile.,"si, purchè sia misurato il rilevamento due volte simultaneamente.",si.,si.
Si può determinare il punto nave effettivo rilevando 2 torri allineate?,"sì, ma ho bisogno di almeno un altro luogo di posizione.","no, perchè non abbiamo il GPS.","sì, ho la certezza del punto nave quando rilevo l'allineamento.","sì, ma ho bisogno di almeno un altro luogo di posizione."
"Il punto nave ricavato con il metodo della navigazione ""costiera"":",considera lo scarroccio ma non la deriva.,stima la posizione della nave ad un dato istante in quanto occorre un secondo luogo di posizione.,determina la posizione con sufficiente precisione; è quindi affidabile per il prosieguo della navigazione.,determina la posizione con sufficiente precisione; è quindi affidabile per il prosieguo della navigazione.
La rotta Rv è:,la rotta della nave è l'angolo di prora che assume il timoniere rispetto al nord magnetico.,il percorso reale che la nave ha effettuato o dovrà effettuare rispetto al fondo del mare.,"quell'arco di cerchio massimo  congiungente  il punto di partenza ""A"" con il punto di arrivo ""B"".",il percorso reale che la nave ha effettuato o dovrà effettuare rispetto al fondo del mare.
L'angolo di rotta Rv è l'angolo che:,il percorso dell'imbarcazione da diporto in ciascun punto forma con la direzione Nord del meridiano geografico.,la chiglia dell'imbarcazione da diporto forma con la direzione Nord del meridiano geografico.,il percorso dell'imbarcazione da diporto in ciascun punto forma con la direzione Sud del meridiano geografico.,il percorso dell'imbarcazione da diporto in ciascun punto forma con la direzione Nord del meridiano geografico.
L'angolo di rotta può variare:,tra 0 e 360 gradi in senso anti- orario a partire da Nord.,tra 0 e 180 gradi verso Est o verso Ovest a partire da Nord.,tra 0 e 360 gradi in senso orario a partire da Nord.,tra 0 e 360 gradi in senso orario a partire da Nord.
La prora della nave è:,la direzione che sta seguendo la nave rispetto al fondale.,la direzione verso la quale la linea di chiglia della nave è orientata rispetto al nord.,coincidente con la rotta Rv in presenza di vento o corrente.,la direzione verso la quale la linea di chiglia della nave è orientata rispetto al nord.
Due rotte opposte hanno una differenza angolare di:,360 gradi.,90 gradi.,180 gradi.,180 gradi.
Navigando con Rv 090 gradi cambia qualche coordinata geografica?,"sì, solo la longitudine.","sì, solo la deviazione geografica.","sì, solo la latitudine.","sì, solo la longitudine."
Navigando con Rv 180 gradi cambia qualche coordinata geografica?,"sì, solo la deviazione geografica.","sì, solo la latitudine.","sì, solo la longitudine.","sì, solo la latitudine."
L’angolo di prora vera è compreso tra il nord vero e la:,prora vera dell'unità e si misura in senso orario.,prora magnetica dell'unità e si misura in senso antiorario.,prora bussola dell'unità e si misura in senso antiorario.,prora vera dell'unità e si misura in senso orario.
L’angolo di prora vera si legge:,sulla rosa dei venti delle carte nautiche.,"non si può leggere, non conoscendo l’angolo di deriva e/o di scarroccio.",in corrispondenza della linea di fede della bussola.,sulla rosa dei venti delle carte nautiche.
La velocità effettiva (Ve) è quella velocità:,misurata dal solcometro.,dovuta alle azioni di propulsori e corrente sulla nave.,"dovuta alle azioni sulla nave di propulsori, vento e corrente.","dovuta alle azioni sulla nave di propulsori, vento e corrente."
Il moto proprio o propulsivo di una nave a motore è generato:,"dalle azioni combinate dei propulsori-eliche, del vento e della corrente.",dalla sola azione dei propulsori-eliche.,dalle azioni combinate dei propulsori-eliche e del vento.,dalla sola azione dei propulsori-eliche.
L'angolo di scarroccio è quell'angolo sotto il quale è:,deviato il percorso dell'unità a causa dell'azione della corrente.,deviato il percorso dell'unità per il vento e la corrente.,deviato il percorso dell'unità a causa dell'azione del vento.,deviato il percorso dell'unità a causa dell'azione del vento.
Il moto effettivo è definito dai seguenti termini:,Rv (angolo di rotta vera) e Ve (velocitàeffettiva).,Rsup (angolo di rotta di superficie) e Vsup (velocità di superficie).,Pv (angolo di prora vera) e Vp (velocità propria o propulsiva).,Rv (angolo di rotta vera) e Ve (velocitàeffettiva).
L'angolo di deriva è quell'angolo sotto il quale è:,deviato il percorso dell'unità a causa dell'azione del vento.,deviato il percorso dell'unità a causa dell'azione della corrente.,deviato il percorso dell'unità per effetto del vento e della corrente.,deviato il percorso dell'unità a causa dell'azione della corrente.
La velocità propria o propulsiva (Vp) è quella velocità impressa all'unità a motore:,unicamente dal suo propulsore-elica.,dal suo propulsore-elica e dalla corrente.,dal suo propulsore-elica e dal vento.,unicamente dal suo propulsore-elica.
"A parità di corrente, la deriva come influisce sui vari tipi di scafi?",maggiore quando lo scafo ha un'alta opera morta.,maggiore quando lo scafo naviga molto immerso,è indifferente e non dipende dal tipo di scafo o esposizione dell'opera morta.,è indifferente e non dipende dal tipo di scafo o esposizione dell'opera morta.
La velocità effettiva (Ve) altro non è che la velocità:,reale rispetto al fondo marino.,di scarroccio e deriva.,della superficie dell'acqua.,reale rispetto al fondo marino.
"Eccetto i casi teorici di scarroccio di prora ovvero poppa, lo scarroccio positivo o negativo è:",lo scarroccio avente lo stesso segno della deviazione ovvero avente segno opposto.,lo scarroccio E o W.,lo spostamento laterale che avviene rispettivamente a dritta o a sinistra rispetto alla prora della nave.,lo spostamento laterale che avviene rispettivamente a dritta o a sinistra rispetto alla prora della nave.
"A parità di azione del vento, la velocità di scarroccio:",con lo stesso vento è eguale per tutte le navi anche se diverse tra loro.,tanto è maggiore quanto è minore l'opera viva e quanto è maggiore la superficie esposta al vento.,tanto è maggiore quanto è maggiore l'opera viva e quanto è maggiore la superficie esposta al vento.,tanto è maggiore quanto è minore l'opera viva e quanto è maggiore la superficie esposta al vento.
Come mai in navigazione il vento appare diverso da quello reale?,"è solo apparenza, in realtà i due venti hanno uguale provenienza.","perché a quello reale si somma, vettorialmente, il vento dovuto al moto della nave.",perché il bordo libero della nave e le tughe deviano il moto del vento.,"perché a quello reale si somma, vettorialmente, il vento dovuto al moto della nave."
Lo scarroccio influisce:,solo sulle unità a motore.,solo sulle unità a vela.,su tutte le unità.,su tutte le unità.
Vento 180 gradi e corrente 180 gradi; cosa significa?,"il vento soffia verso sud (Tramontana), la corrente, al contrario, va verso nord.","il vento soffia verso nord (Ostro), la corrente, al contrario, va verso sud.",che entrambi provengono da nord e vanno verso sud.,"il vento soffia verso nord (Ostro), la corrente, al contrario, va verso sud."
Lo scarroccio:,"con lo stesso vento, la velocità di scarroccio è uguale per tutte le navi anche se diverse tra loro.",quanto minore è l'opera viva tanto minore sarà la superficie esposta al vento.,"dipende dall'intensità del vento, dalla velocità dell'unità, dalla superficie esposta al vento e dal tipo di carena.","dipende dall'intensità del vento, dalla velocità dell'unità, dalla superficie esposta al vento e dal tipo di carena."
"Tra i possibili moti sull’acqua che la nave può compiere o subire, si può affermare che:",la deriva è il movimento dovuto alla presenza di correnti.,la velocità di deriva dipende dalla forma della carena.,lo scarroccio è il movimento dovuto al sistema di governo.,la deriva è il movimento dovuto alla presenza di correnti.
La deriva è:,l’effetto perturbatore prodotto dalla corrente marina sul moto dell’unità.,la somma degli effetti prodotti dal vento sul moto dell'unità.,l’effetto perturbatore prodotto dal vento sull'opera morta dell'unità.,l’effetto perturbatore prodotto dalla corrente marina sul moto dell’unità.
Lo scarroccio è dovuto:,all'azione del vento.,all'azione combinata di vento e corrente.,all'effetto della corrente.,all'azione del vento.
La deriva è dovuta:,all'azione combinata di vento e corrente.,all'effetto della corrente.,all'azione del vento.,all'effetto della corrente.
"Con vento, di poppa, la cui direzione coincide con la direzione del moto della nave:",si ha un effetto sulla velocità della nave ma non sulla direzione del suo percorso.,si ha un effetto sulla velocità della nave ed anche sulla direzione del suo percorso.,si ha un effetto non sulla velocità della nave ma sulla direzione del suo percorso.,si ha un effetto sulla velocità della nave ma non sulla direzione del suo percorso.
Siamo in navigazione con rotta Nord in presenza di un vento e corrente entrambi 180; succede che:,il moto della nave è agevolato dalla deriva mentre è contrastato dallo scarroccio.,il moto della nave è agevolato dallo scarroccio mentre è contrastato dalla deriva.,il moto della nave è agevolato dalla deriva e dallo scarroccio.,il moto della nave è agevolato dallo scarroccio mentre è contrastato dalla deriva.
L’angolo di rotta vera e l’angolo di prora vera possono coincidere in presenza di deriva e/o scarroccio?,"si, sempre.","no, mai.","si, ma solo se provengono esattamente da prora o da poppa.","si, ma solo se provengono esattamente da prora o da poppa."
Dov'è riportato l'elenco di tutte le pubblicazioni nautiche edite dall'Istituto Idrografico della Marina Militare?,"nel catalogo delle carte e delle pubblicazioni nautiche
(I.I. 3001).","nel listino dei servizi di bordo
(I.I. 2721).",nell'elenco dei Navarea del Mediterraneo (I.I. 2127).,"nel catalogo delle carte e delle pubblicazioni nautiche
(I.I. 3001)."
"Per ""aggiornamento"" delle pubblicazioni nautiche s'intende:",la modifica di pagine e cartine nell'elenco dei fari e fanali.,un adeguamento delle pubblicazioni alle modifiche che intervengono.,solamente la segnalazione di nuove edizioni.,un adeguamento delle pubblicazioni alle modifiche che intervengono.
"La ""ristampa"" di una carta nautica edita dell'I.I.M.M.:",è riprodotta a seguito di esaurimento scorte.,annulla l'edizione in vigore.,è una nuova tiratura dell'edizione in vigore di una carta sulla quale non è stata incorporata alcuna modifica importante fatta eccezione di quelle derivanti da eventuali Avvisi ai Naviganti (AA.NN.) emessi nel tempo.,è una nuova tiratura dell'edizione in vigore di una carta sulla quale non è stata incorporata alcuna modifica importante fatta eccezione di quelle derivanti da eventuali Avvisi ai Naviganti (AA.NN.) emessi nel tempo.
Gli Avvisi ai Naviganti (AA.NN.):,possono essere richiesti via telefono.,hanno lo scopo di aggiornare le carte nautiche.,forniscono dati sulla ricettività portuale.,hanno lo scopo di aggiornare le carte nautiche.
"Se il Portolano avverte che per un determinato porto i venti di traversìa sono quelli del secondo quadrante, quali considerazioni faremo?",in caso di vento di Ponente- Maestro è sconsigliato entrare in quel porto.,non ci sono particolari problemi per entrare in porto con venti provenienti dal secondo  quadrante.,"il porto è poco protetto in caso di Levante, Scirocco e Ostro.","il porto è poco protetto in caso di Levante, Scirocco e Ostro."
L'Elenco dei Fari e Segnali da Nebbia è:,"una pubblicazione che riporta ubicazione, descrizione e caratteristiche dei
segnali luminosi e sonori delle coste del Mediterraneo","un documento che fornisce notizie al navigante come descrizione della costa, pericoli, aspetto dei fari, fanali, servizi portuali, boe.","un fascicolo periodico contenente dati, inserti e pagine sostitutive per l'aggiornamento delle carte e pubblicazioni nautiche.","una pubblicazione che riporta ubicazione, descrizione e caratteristiche dei
segnali luminosi e sonori delle coste del Mediterraneo"
Il  Portolano:,"è il fascicolo periodico contenente dati, inserti e pagine sostitutive per l'aggiornamento delle carte e pubblicazioni nautiche.","riporta ubicazione, descrizione e caratteristiche dei segnali luminosi e sonori delle coste del Mediterraneo.","fornisce notizie necessarie alla navigazione costiera come descrizione della costa, pericoli, aspetto dei fari, fanali, servizi portuali, boe.","fornisce notizie necessarie alla navigazione costiera come descrizione della costa, pericoli, aspetto dei fari, fanali, servizi portuali, boe."
I documenti nautici sono:,i documenti personali e tecnici dell'unità che lo Skipper deve avere con sé come la patente nautica e il certificato di sicurezza.,l'insieme delle carte e delle pubblicazioni nautiche necessarie per la condotta della navigazione.,costituiti esclusivamente dalle carte nautiche.,l'insieme delle carte e delle pubblicazioni nautiche necessarie per la condotta della navigazione.
Quando  il comandante di un'unità navale è tenuto a presentare la denuncia di evento straordinario all'Autorità Marittima?,entro e non oltre il giorno successivo all'arrivo in porto.,entro tre giorni dall'arrivo in porto.,entro 24 ore dall'arrivo in porto.,entro tre giorni dall'arrivo in porto.
"Ai sensi del  Codice della Nautica da diporto, all'estero qual è l'Autorità a cui va presentata la denuncia di evento straordinario?",non sussiste obbligo di denuncia.,l'Autorità di Polizia più vicina al porto di approdo.,l'Autorità Consolare.,l'Autorità Consolare.
A chi spetta in modo esclusivo la direzione della manovra e della navigazione di un'unità?,"all'armatore, se presente a bordo.",al comandante dell'unità.,a chi possiede la maggior esperienza marinaresca.,al comandante dell'unità.
Il comandante dell'unità navale che in caso di urto non dia nei limiti del possibile alle altre unità le notizie necessarie per l'identificazione della propria imbarcazione:,è punito con la revoca della patente nautica.,"è punito con la sanzione amministrativa del pagamento di 206,00 Euro.","è punito con la sanzione amministrativa del pagamento di una somma da 1.032,00 Euro a 6.197,00
Euro.","è punito con la sanzione amministrativa del pagamento di una somma da 1.032,00 Euro a 6.197,00
Euro."
"Ai sensi del Codice della Navigazione, cosa si intende per denuncia di avvenimenti straordinari?","la dichiarazione che il comandante dell'unità è tenuto a presentare al Comandante del porto o all'Autorità consolare del porto di scalo quando, durante il viaggio, si siano verificati eventi straordinari relativi all'unità. navale o alle persone  presenti a bordo.","la dichiarazione che il comandante dell'unità è tenuto a presentare al Comandante del porto o all'Autorità consolare del porto di scalo quando, durante il viaggio si siano avvistati cetacei di particolari dimensioni.",la dichiarazione che il comandante dell'unità  è tenuto a presentare al Comandante del porto o all'Autorità consolare del porto di scalo quando durante il viaggio siano state incontrate perturbazioni meteorologiche di fortissima entità.,"la dichiarazione che il comandante dell'unità è tenuto a presentare al Comandante del porto o all'Autorità consolare del porto di scalo quando, durante il viaggio, si siano verificati eventi straordinari relativi all'unità. navale o alle persone  presenti a bordo."
"Ai sensi del Codice della nautica da diporto, quale tra questi comportamenti costituisce un illecito amministrativo?",la direzione dell'armamento delle vele prodiere senza la prevista abilitazione.,"l'assunzione del comando o della condotta ovvero la direzione nautica di un'unità da diporto senza la prescritta abilitazione, perché non conseguita o revocata o non convalidata per mancanza dei requisiti, ovvero sospesa o ritirata.","omettere di cooperare con i mezzi di cui si dispone, al soccorso di un'altra unità navale.","l'assunzione del comando o della condotta ovvero la direzione nautica di un'unità da diporto senza la prescritta abilitazione, perché non conseguita o revocata o non convalidata per mancanza dei requisiti, ovvero sospesa o ritirata."
"Il comandante di una unità, che durante la navigazione venga a conoscenza del pericolo in cui versa un'altra unità.",è tenuto a prestarle assistenza solo se trovasi a non più di 10 miglia nautiche dall'unità in pericolo.,"è tenuto ad accorrere per prestare assistenza, quando possa prevedere un utile risultato.",è tenuto a prestarle assistenza solo se trovasi a non più di 12 miglia nautiche dall'unità in pericolo.,"è tenuto ad accorrere per prestare assistenza, quando possa prevedere un utile risultato."
Avvenuto un urto tra unità navali:,"il comandante di ciascuna, è tenuto a prestare soccorso esclusivamente a quella più vicina, al suo equipaggio.","il comandante dell'unità navale più grande, è tenuto a prestare soccorso a tutte le altre, al loro equipaggio.","il comandante di ciascuna è tenuto a prestare soccorso alle altre, al loro equipaggio ed ai loro passeggeri, qualora ciò non comporti grave pericolo per la sua unità navale e per le persone che sono a bordo.","il comandante di ciascuna è tenuto a prestare soccorso alle altre, al loro equipaggio ed ai loro passeggeri, qualora ciò non comporti grave pericolo per la sua unità navale e per le persone che sono a bordo."
Il comandante dell'unità soccorritrice è tenuto a tentare il salvataggio di persone che siano in mare o in acque interne in pericolo:,qualora l'altezza del bordo libero non ecceda i 2 metri.,qualora ciò non comporti grave pericolo per la sua unità navale e per le persone che sono a bordo.,qualora sia in possesso di ulteriori mezzi collettivi di salvataggio.,qualora ciò non comporti grave pericolo per la sua unità navale e per le persone che sono a bordo.
Il comandante di un'unità navale che omette di prestare assistenza ovvero tentare il salvataggio nei casi in cui ne ha l'obbligo a norma del Codice della Navigazione:,è punito con la reclusione fino a 2 anni.,è punito con la sanzione pecuniaria di euro 10.000.,è punito con il ritiro della patente nautica.,è punito con la reclusione fino a 2 anni.
Quale tra queste condotte costituisce un illecito amministrativo?,"non ottemperare agli ordini impartiti dalla competente Autorità marittima, ai sensi dell'art. 70 Codice della Navigazione, omettendo di cooperare con i mezzi di cui si dispone, al soccorso di un'altra unità navale.","salvo che il fatto costituisca violazione della normativa sulle aree marine protette, l'utilizzo di un'unità da diporto non osservando una disposizione di legge o di regolamento in materia di sicurezza della navigazione.",tentare il salvataggio nei confronti di un'altra unità navale in pericolo di perdersi qualora non comporti grave rischio per l'unità soccorritrice.,"salvo che il fatto costituisca violazione della normativa sulle aree marine protette, l'utilizzo di un'unità da diporto non osservando una disposizione di legge o di regolamento in materia di sicurezza della navigazione."
"I limiti di navigazione delle unità munite di marcatura ""CE"" sono definiti:",dal Registro Italiano Navale,dall'altezza significativa delle onde e dalla forza del vento.,dalla vetustà dello scafo.,dall'altezza significativa delle onde e dalla forza del vento.
Un'imbarcazione da diporto può essere immatricolata presso:,l'Archivio telematico delle unità da diporto (ATCN).,gli uffici della Provincia.,gli uffici locali marittimi.,l'Archivio telematico delle unità da diporto (ATCN).
Le linee di base hanno la funzione di:,segnare il limite interno da cui si misura la fascia di mare territoriale.,delimitare aree di mare in cui è vietata la navigazione o un'attività.,"delimitare tutte quelle aree del mare assoggettate alle specifiche
regolamentazioni marittime.",segnare il limite interno da cui si misura la fascia di mare territoriale.
La bandiera nazionale per le unità da diporto iscritte nei registri:,"è esposta nella posizione più visibile, più opportuna.","in porto si deve esporre sempre, dall'alba al tramonto.","in navigazione fuori dai porti, è sempre esposta dall'alba
al tramonto.","è esposta nella posizione più visibile, più opportuna."
"In caso di ritrovamento in spiaggia di natanti, motori marini, ecc.:",si segnala il ritrovamento telefonando al numero 115.,si presenta denuncia alla stazione dei Carabinieri.,si presentata apposita denuncia all'Autorità marittima locale.,si presentata apposita denuncia all'Autorità marittima locale.
"Per le imbarcazioni da diporto, il nome:","è imposto, qualora non vi provveda il proprietario entro un certo termine fissato dall'Autorità marittima.",non è obbligatorio.,è obbligatorio.,non è obbligatorio.
Nella navigazione in prossimità delle rade ci dobbiamo attenere:,al codice internazionale di navigazione.,alle norme delle effemeridi.,alle ordinanze dell'Autorità Marittima.,alle ordinanze dell'Autorità Marittima.
Le ordinanze sono delle:,prescrizioni indicate sulla licenza di navigazione o sul certificato d’uso motore.,strutture portanti trasversali della nave in legno.,prescrizioni che regolamentano la navigazione marittima in ambito locale.,prescrizioni che regolamentano la navigazione marittima in ambito locale.
Cosa si intende per navigazione interna?,quella effettuata tra la costa e le linee di base.,quella effettuata su laghi di confine.,"quella effettuata sui laghi, fiumi, canali e altre acque interne.","quella effettuata sui laghi, fiumi, canali e altre acque interne."
"Si può immatricolare un’unità avente lunghezza fuori tutto di 9,90 metri?","sì, ma subisce il regime giuridico delle imbarcazioni da diporto iscritte.","no, solo quelle superiori a 10 metri di lunghezza fuori tutto.","no, non può essere immatricolato.","sì, ma subisce il regime giuridico delle imbarcazioni da diporto iscritte."
Dove va richiesta la licenza RTF per il VHF installato a bordo delle unità da diporto?,Ministero delle Attività Produttive.,Ministero dello Sviluppo Economico.,Ministero dello Sviluppo Economico per il tramite dello STED (Sportello Telematico del Diportista).,Ministero dello Sviluppo Economico per il tramite dello STED (Sportello Telematico del Diportista).
Alle imbarcazioni spetta l'obbligo di esporre la bandiera nazionale?,"sì, sempre.","si, solo in acque territoriali.",no.,"sì, sempre."
"Un soggetto residente a Genova, dove può immatricolare la propria imbarcazione da diporto?",presso un qualsiasi STED (Sportello Telematico del Diportista).,presso il registro ACI della propria città di residenza.,presso il consolato con sede a Genova.,presso un qualsiasi STED (Sportello Telematico del Diportista).
"Per ""unità da diporto"" s'intende:","soltanto le unità destinate alla navigazione da diporto ""lusoria"" (uso privato).",soltanto le unità a motore destinate alla navigazione da diporto.,"qualsiasi costruzione di qualunque tipo e con qualunque mezzo di propulsione, che sia destinata alla navigazione da diporto, che può essere di natura ""lusoria"" (privata) oppure ""commerciale"".","qualsiasi costruzione di qualunque tipo e con qualunque mezzo di propulsione, che sia destinata alla navigazione da diporto, che può essere di natura ""lusoria"" (privata) oppure ""commerciale""."
"Un'imbarcazione da diporto registrata nell'ATCN (Archivio Telematico Centrale della Nautica da diporto), ha la sigla così composta:",il nome della barca seguito dalla lettera D.,codice alfanumerico composto da 4 lettere e 4 numeri seguiti dalla lettera D.,sigla provincia + N + numero  iscrizione.,codice alfanumerico composto da 4 lettere e 4 numeri seguiti dalla lettera D.
Per unità da diporto adibita a uso commerciale si intende:,quella utilizzata per la pesca.,quella utilizzata per il servizio di pilotaggio e rimorchio.,"quella utilizzata per le attività previste dal codice della nautica, tra cui locazione e noleggio.","quella utilizzata per le attività previste dal codice della nautica, tra cui locazione e noleggio."
Per unità da diporto adibita a uso commerciale si intende:,quella utilizzata per l'attività di collegamento di  linea a orari prestabiliti tra due o più località predefinite.,"quella utilizzata per le attività previste dal codice della nautica, tra cui l'assistenza alle attività subacquee e l'insegnamento professionale.",quella utilizzata per la pesca.,"quella utilizzata per le attività previste dal codice della nautica, tra cui l'assistenza alle attività subacquee e l'insegnamento professionale."
Le disposizioni del Codice della nautica:,si applicano alla navigazione da diporto esercitata per fini esclusivamente lusori (ricreativi).,"si applicano sia alla navigazione da diporto esercitata per fini lusori (ricreativi), sia per fini commerciali, come definiti dal codice  stesso.",si applicano alle unità da diporto e della piccola pesca.,"si applicano sia alla navigazione da diporto esercitata per fini lusori (ricreativi), sia per fini commerciali, come definiti dal codice  stesso."
